I [a.u.]
74,700
74,285
74,025
74,020
73,475
72,945
72,985
72,285
72,380
72,055
72,075
71,890
71,665
71,395
70,850
71,455
71,210
70,790
70,360
70,435
70,665
70,450
70,150
70,285
70,285
70,285
70,095
70,150
70,190
70,285
70,285
70,285
70,285
70,225
70,285
70,285
70,285
70,285
70,285
70,420
70,420
70,550
70,640
71,285
71,150
71,135
71,525
71,960
72,420
72,435
73,040
72,930
73,285
73,490
74,000
73,550
73,625
73,810
73,780
73,885
74,245
74,095
74,285
73,570
73,150
73,505
73,475
73,285
72,055
72,190
72,150
71,795
71,570
71,285
71,095
70,945
71,795
72,115
71,245
70,815
70,610
70,360
70,210
70,285
69,865
69,285
69,095
67,625
67,285
67,285
67,190
66,385
66,250
65,655
64,875
64,480
64,385
64,020
63,650
62,885
61,950
62,145
61,195
61,195
60,110
59,385
58,935
58,800
58,055
57,410
56,735
56,570
55,895
54,450
53,290
51,385
51,245
50,385
50,130
48,970
48,480
48,910
50,060
50,380
50,190
49,390
48,630
48,385
48,090
47,460
46,580
46,225
45,745
45,330
44,555
44,555
44,270
44,385
44,195
43,745
43,385
43,385
43,130
42,715
42,385
42,480
41,945
41,450
41,290
41,290
41,310
40,535
40,310
39,800
40,035
39,555
39,480
39,310
39,050
38,610
38,480
38,595
38,385
38,310
38,385
38,155
38,385
38,235
38,045
37,925
37,755
37,555
37,385
37,385
37,350
37,295
36,700
37,045
36,020
37,085
37,050
36,265
36,735
36,175
35,865
36,460
36,395
36,260
36,135
36,745
36,145
36,360
36,265
35,915
36,495
36,210
36,430
35,860
35,675
36,655
36,420
36,380
35,995
36,355
36,505
36,650
36,645
36,960
37,035
36,420
36,350
36,660
36,730
36,765
35,745
35,610
36,035
36,660
35,640
35,480
35,850
35,575
35,960
35,995
35,820
36,205
36,595
36,275
36,275
36,175
36,520
36,005
36,145
35,705
35,845
36,055
35,735
35,385
35,480
35,385
35,385
35,385
35,385
35,385
35,385
35,220
35,290
35,000
35,060
34,985
34,845
35,050
34,670
34,460
34,290
34,480
33,940
33,800
33,480
33,295
33,155
33,135
32,865
32,485
32,670
32,485
32,190
32,385
32,295
32,045
31,670
31,580
30,905
30,860
30,820
30,385
30,005
29,675
29,480
29,385
29,055
28,620
28,520
28,415
28,035
27,960
27,385
27,290
27,385
26,765
26,725
26,535
26,290
25,645
25,385
25,290
24,980
24,695
24,630
24,290
24,075
24,145
23,560
23,500
22,825
22,770
22,520
22,385
22,250
22,320
21,765
21,645
21,500
21,475
20,850
20,400
19,845
19,870
19,680
19,535
19,385
19,385
19,385
19,385
19,385
19,060
19,015
18,810
18,810
18,615
18,290
18,830
18,615
18,245
18,100
17,710
17,990
17,585
17,620
17,330
17,040
16,995
16,920
16,765
16,620
16,385
16,725
16,460
16,520
16,385
16,575
16,385
16,195
16,310
16,385
16,100
15,910
15,905
15,735
15,735
15,835
15,635
16,030
15,725
15,255
15,365
15,485
15,515
15,295
15,250
15,045
15,075
15,035
14,505
15,090
15,040
14,835
14,845
14,695
14,655
14,700
14,285
14,315
14,485
14,460
14,750
14,500
14,425
14,560
14,145
14,370
14,115
14,555
14,555
14,120
13,850
14,710
14,205
14,480
14,005
14,125
14,590
13,805
14,060
13,960
13,865
13,965
14,040
13,970
14,175
13,925
14,050
13,805
13,885
14,095
13,770
13,670
13,905
13,580
13,805
13,865
13,715
13,980
13,480
13,715
13,935
13,800
13,610
13,690
13,385
13,385
13,770
13,725
13,385
13,555
13,555
13,025
13,385
13,385
13,140
13,290
13,385
13,385
13,250
12,890
13,065
12,850
13,065
13,095
13,000
13,310
13,005
12,800
12,860
12,670
12,575
13,050
12,885
12,650
13,100
12,385
12,555
12,810
13,015
12,780
12,560
12,195
12,385
12,220
12,310
11,995
12,140
11,780
11,960
12,220
11,830
11,535
11,695
11,450
11,385
11,385
11,450
11,450
11,385
11,425
11,285
11,100
11,250
10,715
10,785
10,935
10,770
10,810
10,385
10,695
10,480
10,625
10,610
10,385
10,455
10,150
9,965
10,215
9,995
10,170
9,585
9,640
9,535
9,575
9,535
9,480
9,315
9,165
9,075
9,355
9,060
9,030
9,015
8,695
8,555
8,480
8,745
7,895
8,250
8,170
8,290
7,960
7,615
7,720
7,655
7,355
8,125
7,445
7,330
7,100
7,120
7,155
6,990
6,975
6,945
6,715
6,775
6,385
6,825
6,480
6,680
6,585
6,385
6,480
6,385
6,385
6,385
6,385
6,385
6,385
6,385
6,290
6,290
6,285
6,215
6,290
6,085
5,965
6,215
5,460
6,190
5,775
5,630
5,805
5,575
5,670
5,480
5,480
5,450
5,585
5,535
5,480
5,235
5,130
5,085
4,905
5,290
5,200
4,915
5,155
4,695
5,090
5,095
5,065
4,020
4,225
4,370
3,895
4,010
3,555
4,010
4,090
3,955
3,620
3,650
3,780
3,520
3,545
